game_name	relise_year	func_name	ext_list	script_name	com1	com2
Mayan Prophecies: Cursed Island	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
Mayan Prophecies: Ship of Spirits	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
Maypan	Page not found!	_QuickBMS		\data\scripts\maypan.bms		
MBox containers		_QuickBMS		\data\wcx\TotalObserver.wcx		
Mcomp / LibMComp	Page not found!	_QuickBMS		\data\scripts\libmcomp.bms		
MDK2		_ZIP				
Mead Crafter	2020	_Godot				
Meat Lead Fire	2021	_Godot				
MeatPossible: Chapter 1.5	2018	_Construct				
Mecanoid 97	Page not found!	_QuickBMS		\data\scripts\mecanoid.bms		
Mech Warrior 4: Mercinaries (MW4)	Page not found!	_QuickBMS		\data\scripts\MW4_VBD.bms		
Mechwarrior 4 Merc (MW4)	Page not found!	_QuickBMS		\data\scripts\Mechwarrior_4_Merc_MW4.bms		
Medal of Honor (online)	2010	_FrostBite	1			
Medal of Honor: Allied Assault 	2002	_idTech				
Medal of Honor: Allied Assault Breakthrough 	2003	_idTech				
Medal of Honor: Allied Assault Spearhead 	2003	_idTech				
Medal of Honor: Pacific Assault	2004	_LithTech				
Medal of Honor: Warfighter	2012	_FrostBite	2			
Medarot 9	Page not found!	_QuickBMS		\data\scripts\medarot9.bms		
Media Contact LLC games	Page not found!	_QuickBMS	grp file (*.grp)|	\data\scripts\deadlystars_starsword.bms		
MediaTonic Generic Archive	Page not found!	_QuickBMS	pak file (*.pak)|	\data\scripts\datamt.bms		
Medieval Dynasty	2020	_Unreal4	0x14D82724CCE5FE6F1899CEA58C14527ACDE5782007136EA9C5135275BFE4A304			
Medievil	1998	_QuickBMS		\data\scripts\medievil.bms		
MediEvil Resurrection (PSP)	Page not found!	_QuickBMS		\data\scripts\medievil_resurrection_psp.bms		
Meet the Robinsons (HOG)	2007	_QuickBMS		\data\scripts\rugrats_royal_ransom.bms		
Mega Man 11	2018	_MTFramework				
Megaman Hunterx	Page not found!	_QuickBMS		\data\scripts\megaman_hunterx.bms		
MegaMind	Page not found!	_QuickBMS		\data\scripts\megamind.bms		
Megarun (CCZ)	Page not found!	_QuickBMS		\data\scripts\megarun_ccz.bms		
Melty Blood	Page not found!	_QuickBMS		\data\scripts\uniel.bms		
Memories of Mars	2020	_Unreal4	0xDB6F739E1B584CCB1DF31B97FCC15E63013AF40FC6EA3A6271F3D1AB43724956			
Men Of War	2008	_ZIP	PAK file (*.pak)|			
Men Of War Assault (PAT)	Page not found!	_QuickBMS		\data\scripts\menofwarpat.bms		
Mercenaries 2	Page not found!	_QuickBMS		\data\scripts\mercs2.bms		
Mercenary Kings	2014	_QuickBMS	pbn file (*.pbn)|	\data\scripts\mercenary_kings_pbn.bms		
Merchant Prince II		_GAUP	ANM, BIN, IMG, MSK Files (*.ANM; *.BIN; *.IMG; *.MSK)|			
Merlins Magic Break	Page not found!	_QuickBMS		\data\scripts\merlins_magic_break.bms		
Metal Arms: Glitch in the System	Page not found!	_QuickBMS		\data\scripts\mettlearms_gc.bms		
Metal Gear Solid		_ZIP				
Metal Gear Solid (PS1)	2000	_QuickBMS	STP File (*.STP)|	\data\scripts\mgs1_dat.bms		
Metal Gear Solid 2	2004	_QuickBMS		\data\scripts\mgs2_dat.bms		
Metal Gear Solid 2 (MODULE.IPK)	2004	_QuickBMS	(MODULE.IPK)|	\data\scripts\module_ipk.bms		
Metal Gear Solid 2: Substance		_GAUP	QAR Files (*.QAR)|			
Metal Gear Solid 2: Substance (Xbox)	2002	_QuickBMS		\data\scripts\mgs2_substance_xbox.bms		
Metal Gear Solid 3	2004	_QuickBMS		\data\scripts\mgs2-4.bms		
Metal Gear Solid 3 (MODULE.IPK)	Page not found!	_QuickBMS	(MODULE.IPK)|	\data\scripts\module_ipk.bms		
Metal Gear Solid 4	2008	_QuickBMS		\data\scripts\mgs2-4.bms		
Metal Gear Solid 5: Ground Zeroes	2015	_QuickBMS	g0s Files (*.g0s)|	\data\scripts\mgs5GZ.bms		
Metal Gear Solid 5: The Phantom Pain	2014	_OtherPRG	FOX Engine files (*.dat; *.qar; *.fpk; *.pftxs; *.sbp; *.xml)|	gzsTool\gzsTool.exe	 	 
Metal Gear Solid HD Collection (PS3)	2011	_QuickBMS	msf file (*.msf)|	\data\scripts\mgs_hdc_ps3_msf.bms		
Metal Gear Solid HD Collection (Vita)	2011	_QuickBMS	9tav file (*.9tav)|	\data\scripts\mgs_hdc_9tav.bms		
Metal Gear Solid: Peace Walker (PSP) (PDT, music only)	2010	_QuickBMS		\data\scripts\metal_gear_solid_pdt_music.bms		
Metal Gear Solid: Peace Walker (PSP) (PDT)	2010	_QuickBMS		\data\scripts\metal_gear_solid_pdt.bms		
Metanet Hunter CD	2017	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Method Solutions	Page not found!	_QuickBMS		\data\scripts\method_solutions.bms		
Metin	Page not found!	_QuickBMS		\data\scripts\metin.bms		
Metro 2033 (UPK)	2010	_QuickBMS	Metro UPK File (*.upk*)|	\data\scripts\metro_2033_upk.bms		
Metro 2033 (VFS)	2010	_QuickBMS	Metro VFS File (*.vfs*)|	\data\scripts\metro_2033.bms		
Metroid: Samus Returns (3DS)	2017	_QuickBMS		\data\scripts\metroid_sr_3ds.bms		
Metropolis Street Racer	Page not found!	_QuickBMS		\data\scripts\old_bizarre_creations.bms		
MF UFFA	Page not found!	_QuickBMS		\data\scripts\mf_uffa.bms		
Michael Jackson - The Experience (PS3) (BF)	Page not found!	_QuickBMS		\data\scripts\michael_jackson.bms		
Micro Machines 2 (SFX)	Page not found!	_QuickBMS		\data\scripts\Micro_Machines_2_SFX.bms		
Micro Machines V4	2006	_QuickBMS		\data\scripts\micro_machines_v4.bms		
Micro Platformer	2020	_Godot				
Microbie Story, The	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
MicroMachines Xbox	Page not found!	_QuickBMS		\data\scripts\flpk.bms		
Microsoft Flight Simulator 2004		_ZIP				
Microsoft Train Simulator	Page not found!	_QuickBMS		\data\scripts\ms_train_sim.bms		
Middle Earth: Shadow of Mordor	2014	_QuickBMS		\data\scripts\shadow_of_mordor.bms		
Middle Earth: Shadow of War	2017	_QuickBMS		\data\scripts\shadow_of_mordor.bms		
Midnight	2016	_Construct				
Midnight (DAT)	Page not found!	_QuickBMS		\data\scripts\midnight_clib3_ps2.bms		
Midnight Grub Session	2019	_Godot				
Midnight Mysteries	Page not found!	_QuickBMS		\data\scripts\midnight_mysteries.bms		
Midnight Mysteries 3: Devil on the Mississippi	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Midnight Mysteries: Salem Witch Trials	2010	_QuickBMS		\data\scripts\midnight _mysteries.bms		
Midnight Nowhere	2004	_QuickBMS		\data\scripts\midnight_nowhere.bms		
Midtown Madness 2	2000	_QuickBMS		\data\scripts\midtown_madness_2_zip.bms		
MIG 26 Fulcrum (PFF)	Page not found!	_QuickBMS		\data\scripts\PFF.bms		
MIG-29 Fulcrum		_GAUP	PFF, SBF Files (*.PFF; *.SBF)|			
Might & Magic 3	1991	_SAU				
Might & Magic 4	1992	_SAU				
Might & Magic 5 (CC)	1993	_SAU				
Might & Magic 6	1998	_SAU				
Might & Magic 7	1999	_SAU				
Might & Magic 8	2000	_SAU				
Might & Magic Heroes VI	2011	_OtherPRG	ORC\ORK File (*.orc;*.ork)|	orkdec.exe		FolderName
Might and Magic IX: Writ of Fate 	2002	_LithTech				
Mii Maker (Wii U)	Page not found!	_QuickBMS		\data\scripts\mii_maker.bms		
Milestone Old Mix Format	Page not found!	_QuickBMS		\data\scripts\msmixext_rebuilder.bms		
Million Arthur: Arcana Blood	2019	_idTech				
MIME containers		_QuickBMS	MIME Container (*.eml;*.etc;*.mime;*.mim)|	\data\wcx\TotalObserver.wcx		
Mind Machine	Page not found!	_QuickBMS		\data\scripts\katgames_xpiral.bms		
Mindsight	2017	_Godot				
Minecraft	2011	_QuickBMS		\data\scripts\msscmp_knab.bms		
Minecraft (MCR)	2011	_QuickBMS		\data\scripts\minecraft_mcr.bms		
Minecraft (PS3) (ARC)	2011	_QuickBMS		\data\scripts\minecraft_arc.bms		
Minecraft (Xbox360) (PCK)	2011	_QuickBMS		\data\scripts\minecraft_x360_pck.bms		
Minecraft Dungeons		_Unreal4	0xCCB6409075433E2BE4CC249C48D9B5350741A9F9399A51B9E3B6742EF13947FD			
Minecraft: Story Mode           	2016	_TellTale	58			
MINERVA: Metastasis	2005	_Source				
Mini Doom	Page not found!	_QuickBMS	Yoyo Games Files (data.win)|	\data\scripts\yoyogames.bms		
Mini Doom 2	Page not found!	_QuickBMS	Yoyo Games Files (data.win)|	\data\scripts\yoyogames.bms		
Mini Metro	2015	_QuickBMS		\data\scripts\mini_metro.bms		
MiniFighter (DAT CRC)	Page not found!	_QuickBMS		\data\scripts\minifighter_dat_crc.bms		
Minions of Mirth		_ZIP				
Minna no Joushiki Ryoku TV	Page not found!	_QuickBMS		\data\scripts\minna_no_joushiki_ryoku.bms		
Mir 4 (mobile version)		_Unreal4	0x86C7FF3309131F64AA1A2872444F3841281F7B82FEE14A54BF5CAD6C36F57377			
Mir 4 (PC version)		_Unreal4	0xAD768F68B8795A776100525791F675E15341D565D9AB4B4B74C95F31B03310F3			
Miracle 2		_Unreal4	0xCBF8F23EECCFB2A9F7717BA4ECE891186C14A00F554E4E6FCC8C13AAE4096EE3			
Miriel the Magical Merchant	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Miriel's Enchanted Mystery	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Mirror Movement	2021	_Godot				
Mirror’s Edge: Catalyst	2016	_FrostBite	3			
Mirrored Pawns	2021	_Godot				
Misadventures Winterbottom	Page not found!	_QuickBMS		\data\scripts\misadventures_winterbottom.bms		
Missing Information	2015	_Source				
Missing on Lost Island	2002	_QuickBMS		\data\scripts\missing_on_lost_island.bms		
Missing Translation	2015	_Construct				
Mission Kelloggs	Page not found!	_QuickBMS	ff file (*.ff)|	\data\scripts\FF_3.bms		
Mission Zigloton	2020	_Godot				
Mithos	2021	_Godot				
Mitsurugi Kamui Hikae/みつるぎかむいひかえ	2013	_QuickBMS		\data\scripts\mitsurugi_kpk.bms		
MLB Power Pros 2009	2008	_QuickBMS		\data\scripts\mlb_power_pros.bms		
MM Archiver 2.000	Page not found!	_QuickBMS	#Note: move to archive menu	\data\scripts\mmarchiver.bms		
MMA Simulator	2018	_Godot				
MMFW Pictures - School Puzzle	Page not found!	_QuickBMS		\data\scripts\mmfw_pictures.bms		
Mob Enforcer	2004	_LithTech				
Mobile Suit: Gundam Gihren's Greed	Page not found!	_QuickBMS		\data\scripts\gundam_gihren.bms		
Mobile Suit: Operation Troy	Page not found!	_QuickBMS		\data\scripts\mobile_suit_operation_troy.bms		
Modern Combat Versus	Page not found!	_QuickBMS		\data\scripts\gcbf_versus.bms		
Modi & Nanna	Page not found!	_QuickBMS		\data\scripts\modi_nanna.bms		
Modular Combat	2015	_Source				
MoeNovel	Page not found!	_QuickBMS		\data\scripts\lovekami.bms		
Mokuba no Kiseki	Page not found!	_QuickBMS		\data\scripts\mokuba_no_kiseki.bms		
Molten Armor	2017	_Construct				
Momento Temporis: Light from the Deep	2016	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Momentum Mod	2021	_Source				
Mommy	2020	_Godot				
Momotaro (Wii)	Page not found!	_QuickBMS		\data\scripts\momotaro_wii.bms		
Monaco: What's Yours Is Mine	Page not found!	_QuickBMS		\data\scripts\monaco_wiyim.bms		
Money Makes Money	2019	_Godot				
Money Tree	Page not found!	_QuickBMS		\data\scripts\money_tree.bms		
Monkey Island 2 LeChucks Revenge Special Edition	Page not found!	_QuickBMS		\data\scripts\monkey_island_2.bms		
Monkey King: Hero is Back		_Unreal4	0xA1F2BA8EE1738213EF221D2AED4CB5895EDA0830FA026A85209E2ABF08FE6829			
Monolith Bay		_Unreal4	0x96864A7839DDFDB99BA34047EF3F8A2525905386786CA621D43652B00CF16BE3			
Monopoly (BDS)	Page not found!	_QuickBMS		\data\scripts\monopoly_bds.bms		
Monopoly Delux (Avalon Interactive)		_ZIP				
Monster Adventure	2021	_Godot				
Monster Hunter	2000	_QuickBMS		\data\scripts\monster_hunter_nifs.bms		
Monster Hunter Stories 2: Wings of Ruin	2021	_REEngine				
Monster Hunter Tri G	2011	_MTFramework				
Monster Hunter: Rise	2021	_REEngine				
Monster Hunter: World	2018	_MTFramework				
Monster Jam Path of Destruction	Page not found!	_QuickBMS		\data\scripts\monster_jam_pod.bms		
Monster Jam Steel Titans	2019	_Unreal4	0xE6573A2A5DB1FE75EA92BA28370977B330366C325C4DA310F73CC8AFCC9CD8D1			
Monster Jam Steel Titans 2	2021	_Unreal4	0xE6573A2A5DB1FE75EA92BA28370977B330366C325C4DA310F73CC8AFCC9CD8D1			
Monster Rancher	Page not found!	_QuickBMS		\data\scripts\monster_rancher.bms		
Monster Truck Madness		_GAUP	POD Files (*.POD)|			
Monster Truck Madness 2		_GAUP	POD Files (*.POD)|			
Monsters inc (DIC)	Page not found!	_QuickBMS		\data\scripts\monsters_inc_dic.bms		
Monsters inc (PS2)	Page not found!	_QuickBMS		\data\scripts\monsters_inc_sad.bms		
Monsters inc.	Page not found!	_QuickBMS	BIN File (*.bin)|	\data\scripts\monsters_inc_bin.bms		
Monsters vs Aliens (PS3) (DAT)	2009	_QuickBMS		\data\scripts\monsters_aliens_streams.bms		
Monstrüous	2019	_Godot				
Monte Christo	Page not found!	_ZIP	PAK file (*.pak)|			
Moonbuggy	Page not found!	_QuickBMS		\data\scripts\moonbuggy.bms		
Moonshine Runners	2001	_ZIP	PAK file (*.pak)|			
Moonshot - The Great Espionage	2021	_Godot				
Moorhuhn		_GAUP	MOORHUHN.DAT Files (MOORHUHN.DAT)|			
Moorhuhn - Heart of Tibet		_GAUP	DAT Files (*.DAT)|			
Moorhuhn 2		_GAUP	WTN Files (*.WTN)|			
Moorhuhn 3		_GAUP	DAT Files (*.DAT)|			
Moorhuhn Kart 2	2004	_QuickBMS		\data\scripts\moorhuhn_kart2.bms		
Moorhuhn Kart 3	2007	_QuickBMS		\data\scripts\nlfg.bms		
Moorhuhn Kart Extra	2003	_QuickBMS	(mhke.dat)|	\data\scripts\moorhuhn_kart_extra.bms		
Moorhuhn Piraten		_GAUP	DAT Files (*.DAT)|			
Moorhuhn Wanted		_GAUP	MHW.DAT Files (MHW.DAT)|			
Moorhuhn X - XS		_GAUP	DAT Files (*.DAT)|			
Moorhuhn X - XXL		_GAUP	DAT Files (*.DAT)|			
Moorhuhn-Im-Anflug		_GAUP	NPK Files (*.NPK)|			
MOR...E TRAINER	2020	_Godot				
Mor.Utopia		_GAUP	VFS Files (*.VFS)|			
Morrowind, The Elder Scrolls III	2002	_Bethesda				
Morrowind, The Elder Scrolls III (cel\top create)	2002	_CelTop				
Mortal Kombat (MSX2WAV)	1993	_QuickBMS		\data\scripts\mkmsx.bms		
Mortal Kombat 4		_GAUP	DAT Files (*.DAT)|			
Mortal Kombat 9	Page not found!	_QuickBMS		\data\scripts\mk9.bms		
Mortal Kombat Armageddon (SSF)	2006	_QuickBMS		\data\scripts\mka_ssf.bms		
Mortal Kombat: Shaolin Monks (AFS)		_GAUP	AFS Files (*.AFS)|			
Mortal Kombat: Shaolin Monks (EWDF)	2005	_QuickBMS		\data\scripts\mksm_ewdf.bms		
Mortal Online 2 (beta)		_Unreal4	0x55A81AF35C641BBCB3C13C7E880B9C8FEB473CC8FA0F75CFE164452559218577			
Mortyr (HAL)	Page not found!	_QuickBMS	hal file (*.hal)|	\data\scripts\HAL_APUK.bms		
Mortyr 3	2007	_Chrome				
Mortyr: Operation Thunderstorm 	2008	_LithTech				
Moto Racer	1997	_QuickBMS	BKF File (*.bkf)|	\data\scripts\moto_racer_bkf.bms		
Moto-X 2000	Page not found!	_QuickBMS		\data\scripts\e_biker.bms		
Motocross Madness 2	2000	_QuickBMS		\data\scripts\TEX_RS2.bms		
MotoGP	Page not found!	_QuickBMS		\data\scripts\motogp.bms		
MotoGP 15 (msmixext new version)	2015	_QuickBMS		\data\scripts\motogp15.bms		
MotoGP 3		_GAUP	ARK Files (*.ARK)|			
Motor Toon Grand Prix 2(PS1)	Page not found!	_QuickBMS	(MTGPX.DAT -r MTGPX2.DAT -r GT2K.VOL)|	\data\scripts\motor_toon_grand_prix.bms		
Motor Toon Grand Prix(PS1)	Page not found!	_QuickBMS	(MTGPX.DAT -r MTGPX2.DAT -r GT2K.VOL)|	\data\scripts\motor_toon_grand_prix.bms		
Motoracer	Page not found!	_QuickBMS	bkf file (*.bkf)|	\data\scripts\BKF.bms		
Motoracer GP	Page not found!	_QuickBMS	bkf file (*.bkf)|	\data\scripts\BKF.bms		
Motorsiege: Warriors of Primetime	Page not found!	_QuickBMS	(FSPS2.INF -r FSPS2.DAT)|	\data\scripts\motorsiege.bms		
MotoTrax (WAD)	Page not found!	_QuickBMS	wad file (*.wad)|	\data\scripts\WAD_MotoTrax.bms		
Mountain Bike Adrenaline (PS2)	Page not found!	_QuickBMS	BIG File (*.big)|	\data\scripts\mountain_bike_adrenaline.bms		
Move or Die	2016	_ZIP	Love2D Engine Files (*.love; *.exe)|			
MPFS filesystem	Page not found!	_QuickBMS		\data\scripts\mpfs.bms		
Mr Robot	2007	_QuickBMS		\data\scripts\mr_robot_moon.bms		
MSG Seed Destiny Generation	Page not found!	_QuickBMS		\data\scripts\ppk.bms		
MTH Railking Model Railroad Simulator 	2001	_LithTech				
MTV Skateboarding	Page not found!	_QuickBMS		\data\scripts\mtv_skateboarding.bms		
MTX Mototrax (WAD)	2004	_QuickBMS		\data\scripts\MTX_Mototrax_(BINK_Extractor)_WAD.bms		
Mu Legend	2017	_QuickBMS	(coalesced_*.bin)|	\data\scripts\mu_legend_coalesced.bms		
Mud River	2021	_Godot				
MumboJumbo games	Page not found!	_QuickBMS		\data\scripts\mumbojumbo.bms		
Mummy Returns, The	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
Munchies Lunch	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Muppet CD-ROM: Muppets Inside, The	Page not found!	_QuickBMS		\data\scripts\muppets_inside.bms		
Mushroom: The Ruckus	2018	_Godot				
Music Boy 3D	2018	_Godot				
Musketeers 3	Page not found!	_QuickBMS		\data\scripts\musketeers3.bms		
Mutation of J.B.	Page not found!	_QuickBMS		\data\scripts\mutation_jb.bms		
MVorpheus	2020	_Godot				
MX Unleashed	Page not found!	_QuickBMS		\data\scripts\rainbow_studios.bms		
MX vs ATV All Out	2018	_Unreal4	0xB6AB5D8C05E23CA0F0EA713CA64300A0CC38C2A53E46807510C92E0DD293418D			
MX vs ATV series	Page not found!	_QuickBMS		\data\scripts\mx_atv.bms		
MX vs ATV Unleashed (PAK)	2005	_QuickBMS		\data\scripts\PAK_3.bms		
MX-Simulator	Page not found!	_QuickBMS		\data\scripts\mx_simulator.bms		
my brother lives in a canyon	2021	_Godot				
my dream	2018	_Godot				
My Farm	2006	_QuickBMS		\data\scripts\my_farm.bms		
My Hero One's Justice 2 		_Unreal4	0x9FF3559BC42BC5F10F0D4D3B887EC53B7CEF4E0D548C715DACE5B8204FF260D8			
My Name is Sarah	2020	_Unreal4	0x85E6BDC66C748D359A61379FD6CADDA39EB42056D9EE5EFC7A644446887C9EDE			
My Name is You	2017	_Construct				
My Tower, My Home	2016	_Construct				
MySpriteLE	Page not found!	_QuickBMS		\data\scripts\mysprite.bms		
Myst		_Unreal4	0x249A9032E028530E7FB3B1C761EDF26293239656B08B95AD334BFEB0A811A64C			
Mysteria Occult Shadows 	2020	_Unreal4	0xE8ACD09150D522C9E09557B658E0F5DB06E4BE459690A80CE47F7A716FA8B2ED			
Mysterious Journey II: Chameleon	2003	_LithTech				
Mystery Case Files: The Malgrave Incident (Wii)	Page not found!	_QuickBMS		\data\scripts\mystery_case_files.bms		
Mystery of the Druids	Page not found!	_QuickBMS		\data\scripts\mystery_druids.bms		
Mystery of the Missing Brigantine	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Mystery Stories: Mountains of Madness	Page not found!	_QuickBMS		\data\scripts\mystery_stories.bms		
Mystery Trackers Raincliff	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Mystic Towers	1994	_SAU				
Myth Fallen Lords	1997	_SAU				
N.U.D.E.@ Natural Ultimate Digital Experiment	Page not found!	_QuickBMS	tfs file (*.tfs)|	\data\scripts\nude_tfs.bms		
NA.NO	2021	_Godot				
nail'd	2010	_Chrome				
Namco games (DAT, AR)	Page not found!	_QuickBMS		\data\scripts\namco_games_ar.bms		
Namco Museum Megamix	Page not found!	_QuickBMS		\data\scripts\namco_museum.bms		
Nancy Drew: Secret Of the Scarlet Hand		_GAUP	HIS Files (*.HIS)|			
Nanoha (PSP) (LZS)	Page not found!	_QuickBMS		\data\scripts\lzs.bms		
Narcissu	Page not found!	_QuickBMS		\data\scripts\narcissu.bms		
Naruto Clash of Ninja	Page not found!	_QuickBMS		\data\scripts\eighting.bms		
Naruto Shippuden: Kizuna Drive	Page not found!	_QuickBMS		\data\scripts\naruto_paa_bin_arc.bms		
Naruto Shippuden: Ultimate Ninja Storm 4	2016	_QuickBMS		\data\scripts\naruto_uns4.bms		
Naruto The Broken Bond	Page not found!	_QuickBMS		\data\scripts\narutobb.bms		
Naruto to Boruto: Shinobi Striker		_Unreal4	0x4C252329547554773D6E406659525A613D7E6C3E7E454E6B554525692F3E5328			
Naruto Ultimate Ninja (PS2)	Page not found!	_QuickBMS		\data\scripts\naruto_ultimate_ninja.bms		
Nascar 2011	2010	_QuickBMS		\data\scripts\nascar2011.bms		
Nascar 2011 (XBox360)	2010	_QuickBMS		\data\scripts\nascar_game_2011.bms		
Nascar 2013	2012	_QuickBMS		\data\scripts\nascar_2013_arcc_files.bms		
Nascar Heat (RES)	Page not found!	_QuickBMS		\data\scripts\Nascar_Heat_RES.bms		
NASCAR Racing		_GAUP	DAT Files (*.DAT)|			
NASCAR Racing 2		_GAUP	DAT Files (*.DAT)|			
NASCAR SimRacing (MAS)	2005	_QuickBMS		\data\scripts\mcf.bms		
NASCAR Thunder (MAS)	Page not found!	_QuickBMS		\data\scripts\mecanoid.bms		
Nat Geo Challenge! Wild Life	Page not found!	_QuickBMS	WAD File (*.wad)|	\data\scripts\natgeo_wad.bms		
Natural Threat 2	Page not found!	_QuickBMS		\data\scripts\butterfly_isoft.bms		
Naturalealia	2020	_Godot				
Naughty Sandbox 		_Unreal4	0x232AFA34D25F6237E037F7D0408C924DC70E130542225686A12AC0E2F9BC62B0			
NBA 2003	2002	_GAUP	BIG Files (*.BIG)|			
NBA 2004	2003	_GAUP	BIG Files (*.BIG)|			
NBA 2005	2004	_GAUP	BIG Files (*.BIG)|			
NBA Jam on Fire	Page not found!	_QuickBMS		\data\scripts\nbajamfire.bms		
NBA Live	Page not found!	_QuickBMS		\data\scripts\ea_big4.bms		
NCAA Football 14	2013	_QuickBMS		\data\scripts\ncaa14_mc02.bms		
NCIS	2011	_QuickBMS		\data\scripts\ncis.bms		
NCradle	2018	_Godot				
Ne no Kami: The Two Princess Knights of Kyoto	Page not found!	_QuickBMS		\data\scripts\ne_no_kami.bms		
Near Bird	2019	_Godot				
Neck & Heart		_QuickBMS	Gamestudio WRS File (*.wrs)|	\data\scripts\gamestudio.bms		
Necromunda: Underhive Wars	2020	_Unreal4	0x6402EBDE9E8128FAF87A0866107FB6DC74A74342E8A0BF1DBB4546E28EE8E1BD			
Necron 2	Page not found!	_QuickBMS		\data\scripts\necron2.bms		
Necrosphere	2017	_Construct				
NecroVision	2009	_QuickBMS	PAK file (*.pak)|	\data\scripts\necrovision.bms		
NecroVision: Lost Company	2009	_QuickBMS	PAK file (*.pak)|	\data\scripts\necrovision.bms		
Need For Eat (SAD2WAV)	Page not found!	_QuickBMS		\data\scripts\need_for_eat_sad.bms		
Need for Speed	2015	_FrostBite	3			
Need For Speed [Special Edition]		_GAUP	VIV Files (*.VIV)|			
Need For Speed 2 (VIV)	1997	_QuickBMS	big file (*.big)|	\data\scripts\BIG_BIGF.bms		
Need For Speed Carbon		_GAUP	BUN Files (*.BUN)|			
Need For Speed II [Special Edition]		_GAUP	VIV Files (*.VIV)|			
Need For Speed III: Hot Pursuit		_GAUP	VIV Files (*.VIV)|			
Need For Speed Most Wanted		_GAUP	BUN Files (*.BUN)|			
Need For Speed ProStreet		_GAUP	BUN Files (*.BUN)|			
Need for Speed Rivals	2013	_FrostBite	3			
Need For Speed Undercover		_GAUP	BUN Files (*.BUN)|			
Need For Speed Underground		_GAUP	BUN Files (*.BUN)|			
Need For Speed Underground 2		_GAUP	BUN Files (*.BUN)|			
Need For Speed: {High Stakes ; Road Challenge}		_GAUP	VIV Files (*.VIV)|			
Need For Speed: {Porsche 2000 ; Porsche Challenge}		_GAUP	VIV Files (*.VIV)|			
Need for Speed: Edge	2018	_FrostBite	3			
Need for Speed: Heat	2019	_FrostBite	3			
Need For Speed: Hot Pursuit		_GAUP	VIV Files (*.VIV)|			
Need for Speed: Hot Pursuit 2010 (Wii)	2009	_QuickBMS		\data\scripts\nfshp2010wii.bms		
Need For Speed: Hot Pursuit II		_GAUP	VIV Files (*.VIV)|			
Need for Speed: No Limits	2015	_QuickBMS		\data\scripts\nfs_no_limits.bms		
Need for Speed: Payback	2017	_FrostBite	3			
Need For Speed: Porsche Unleashed	2000	_QuickBMS	big file (*.big)|	\data\scripts\BIG_BIGF.bms		
Need for Speed: Shift (BFF)	2009	_QuickBMS		\data\scripts\nfsshift.bms		
Need for Speed: Shift 2 (BFF)	2011	_QuickBMS		\data\scripts\nfsshift.bms		
Need for Speed: The Run	2011	_FrostBite	2			
Need for Speed: World (BUN/BIN/LZC)	Page not found!	_QuickBMS		\data\scripts\nfsu_bun.bms		
Nehrim: At Fate’s Edge	2010	_Bethesda				
Neighbours from Hell		_ZIP				
Neighbours from Hell 2		_ZIP				
Neko Puzzle	Page not found!	_QuickBMS		\data\scripts\neko_puzzle.bms		
Nekopara	Page not found!	_QuickBMS		\data\scripts\nekopara.bms		
Neo Dark Saver	Page not found!	_QuickBMS		\data\scripts\neo_dark_saver.bms		
Neocron (PAK)	2003	_QuickBMS		\data\scripts\PAK_2.bms		
Neocron 2: Beyond Dome Of York (PAK)	2004	_QuickBMS		\data\scripts\PAK_2.bms		
Neon		_QuickBMS	Gamestudio WRS File (*.wrs)|	\data\scripts\gamestudio.bms		
Neon Force Pushers	2018	_Godot				
Neon GraVel	2021	_Godot				
NEOTOKYO°	2014	_Source				
NES Remix Pack	Page not found!	_QuickBMS		\data\scripts\nes_remix_pack.bms		
Netkar Dracula 3D Engine (KOF/NKO)	Page not found!	_QuickBMS		\data\scripts\netkar_nko.bms		
Never Again 	2019	_Unreal4	0x7061777AAD7D52B5A5119D37A2E36378BE18F036009FBBD3D04BE8CEF5935403			
Neverending Nightmares	Page not found!	_QuickBMS		\data\scripts\neverending_nightmares.bms		
Neverwinter Nights	2002	_GAUP	ERF, MOD Files (*.ERF; *.MOD)|			
Neverwinter Nights (BIF)	2002	_QuickBMS	bif file (*.bif)|	\data\scripts\Baldurs_Gate_1_BIF.bms		
Neverwinter Nights 2	2006	_GAUP	HAK, MOD Files (*.HAK; *.MOD)|			
Neverwinter Nights: Hordes of Underdark - Diablo Remake		_GAUP	HAK Files (*.HAK)|			
Neverwinter Online (HOGG)	2017	_QuickBMS	hogg file (*.hogg)|	\data\scripts\hogg.bms		
